"Date","Brazilian Reals to One U.S. Dollar","Chinese Yuan to One U.S. Dollar","Hong Kong Dollars to One U.S. Dollar","Indian Rupees to One U.S. Dollar","Japanese Yen to One U.S. Dollar","Singapore Dollars to One U.S. Dollar","Swedish Kronor to One U.S. Dollar","Thai Baht to One U.S. Dollar"
"2001-08-17",2.524,8.277,7.8,47.17,120.37,1.753,10.173,44.82
"2001-08-20",2.535,8.277,7.8,47.18,120.72,1.758,10.374,44.88
"2001-08-21",2.533,8.277,7.8,47.18,119.91,1.756,10.355,44.7
"2001-08-22",2.525,8.277,7.8,47.18,119.91,1.753,10.258,44.65
"2001-08-23",2.532,8.277,7.8,47.17,119.84,1.755,10.304,44.62
"2001-08-24",2.549,8.277,7.8,47.17,120.13,1.751,10.279,44.43
"2001-08-27",2.56,8.277,7.8,47.19,120.12,1.749,10.29,44.26
"2001-08-28",2.56,8.277,7.8,47.19,120.48,1.752,10.325,44.32
"2001-08-29",2.549,8.277,7.8,47.16,119.79,1.749,10.382,44.26
"2001-08-30",2.544,8.277,7.8,47.18,119.4,1.748,10.37,44.26
"2001-08-31",2.552,8.277,7.8,47.17,118.75,1.742,10.431,44.08
"2001-09-04",2.563,8.277,7.8,47.22,119.49,1.747,10.715,44.23
"2001-09-05",2.564,8.277,7.8,47.2,120.76,1.75,10.64,44.39
"2001-09-06",2.585,8.277,7.8,47.22,120.95,1.75,10.585,44.48
"2001-09-07",2.584,8.277,7.8,47.27,120.07,1.749,10.543,44.62
"2001-09-10",2.598,8.277,7.8,47.38,121.08,1.751,10.63,44.65
"2001-09-12",2.675,8.277,7.798,47.39,119.53,1.74,10.57,44.38
"2001-09-13",2.729,8.277,7.799,47.49,118.81,1.74,10.559,44.18
"2001-09-14",2.713,8.277,7.8,47.75,117.38,1.732,10.51,44.09
"2001-09-17",2.665,8.277,7.799,47.77,117.59,1.732,10.498,43.94
"2001-09-18",2.681,8.277,7.799,48.05,117.32,1.734,10.552,44.15
"2001-09-19",2.708,8.277,7.799,47.96,117.3,1.74,10.465,44.12
"2001-09-20",2.734,8.277,7.8,48.03,115.89,1.737,10.59,44.18
"2001-09-21",2.788,8.277,7.8,48.08,116.73,1.745,10.902,44.3
"2001-09-24",2.771,8.277,7.8,48.08,117.52,1.766,10.819,44.45
"2001-09-25",2.715,8.277,7.8,48.91,117.78,1.775,10.703,44.48
"2001-09-26",2.722,8.277,7.8,47.91,117.89,1.77,10.747,44.35
"2001-09-27",2.712,8.277,7.8,47.91,119.69,1.765,10.721,44.47
"2001-09-28",2.673,8.277,7.8,47.9,119.23,1.767,10.687,44.5
"2001-10-01",2.687,8.277,7.799,48.03,120.27,1.769,10.621,44.59
"2001-10-02",2.7,8.277,7.799,48.03,120.78,1.779,10.666,44.7
"2001-10-03",2.729,8.277,7.8,47.96,120.67,1.775,10.617,44.69
"2001-10-04",2.729,8.277,7.8,48.04,120.63,1.781,10.622,44.69
"2001-10-05",2.754,8.277,7.8,48.05,120.37,1.791,10.585,44.77
"2001-10-09",2.776,8.277,7.8,48.17,120.2,1.804,10.526,44.82
"2001-10-10",2.773,8.277,7.8,48.09,120.43,1.812,10.585,44.81
"2001-10-11",2.785,8.277,7.8,48.09,121.57,1.819,10.558,44.77
"2001-10-12",2.782,8.277,7.8,48.07,120.93,1.819,10.458,44.73
"2001-10-15",2.775,8.277,7.8,48.07,120.94,1.81,10.449,44.6
"2001-10-16",2.759,8.277,7.8,48.05,121.27,1.818,10.433,44.63
"2001-10-17",2.723,8.277,7.8,48.05,121.05,1.817,10.408,44.74
"2001-10-18",2.748,8.277,7.8,48.08,121.18,1.82,10.463,44.77
"2001-10-19",2.762,8.277,7.799,48.08,121.15,1.824,10.554,44.77
"2001-10-22",2.719,8.277,7.799,48.05,122.45,1.829,10.692,44.78
"2001-10-23",2.733,8.277,7.8,48.03,122.83,1.827,10.652,44.85
"2001-10-24",2.743,8.277,7.8,48.08,122.86,1.828,10.606,44.8
"2001-10-25",2.732,8.277,7.8,48,122.72,1.825,10.568,44.9
"2001-10-26",2.732,8.277,7.8,48.02,122.99,1.828,10.583,44.89
"2001-10-29",2.727,8.277,7.8,48.02,122.08,1.829,10.518,44.8
"2001-10-30",2.729,8.277,7.8,48.03,122.07,1.823,10.622,44.67
"2001-10-31",2.701,8.277,7.8,48.04,122.54,1.824,10.671,44.73
"2001-11-01",2.685,8.277,7.8,48.05,121.87,1.829,10.58,44.76
"2001-11-02",2.675,8.277,7.8,48.04,121.68,1.825,10.576,44.74
"2001-11-05",2.595,8.277,7.8,48.02,121.72,1.822,10.599,44.69
"2001-11-06",2.594,8.277,7.8,48.04,121.15,1.818,10.558,44.67
"2001-11-07",2.6,8.277,7.8,48.04,121.05,1.814,10.469,44.65
"2001-11-08",2.555,8.277,7.8,48.07,119.98,1.818,10.536,44.49
"2001-11-09",2.527,8.277,7.8,48.05,120.25,1.823,10.56,44.49
"2001-11-13",2.514,8.277,7.8,48.11,121.45,1.827,10.624,44.44
"2001-11-14",2.538,8.277,7.8,48.11,121.67,1.826,10.591,44.5
"2001-11-15",2.546,8.277,7.8,48.03,122.4,1.834,10.585,44.5
"2001-11-16",2.534,8.277,7.8,48.03,122.67,1.836,10.602,44.48
"2001-11-19",2.519,8.277,7.799,48,123.27,1.841,10.676,44.46
"2001-11-20",2.547,8.277,7.799,48.03,122.62,1.836,10.658,44.41
"2001-11-21",2.536,8.277,7.799,48.03,123.19,1.838,10.698,44.36
"2001-11-23",2.513,8.277,7.8,48.1,124.44,1.839,10.668,44.19
"2001-11-26",2.493,8.277,7.799,48.05,124.2,1.835,10.62,44.18
"2001-11-27",2.472,8.277,7.799,48.08,124.17,1.835,10.63,44.06
"2001-11-28",2.489,8.277,7.799,47.99,123.29,1.833,10.656,44.11
"2001-11-29",2.517,8.277,7.799,48.01,123.82,1.835,10.675,44.1
"2001-11-30",2.514,8.277,7.799,47.98,123.22,1.831,10.674,43.93
"2001-12-03",2.463,8.277,7.799,47.93,123.9,1.838,10.729,43.99
"2001-12-04",2.427,8.277,7.8,47.93,124.28,1.836,10.66,44.1
"2001-12-05",2.424,8.277,7.8,47.94,124.4,1.836,10.61,43.97
"2001-12-06",2.427,8.277,7.8,47.9,124.83,1.829,10.498,43.91
"2001-12-07",2.4,8.277,7.799,47.86,125.66,1.834,10.461,43.83
"2001-12-10",2.343,8.277,7.799,47.87,126.27,1.833,10.504,43.89
"2001-12-11",2.343,8.277,7.8,47.85,126.23,1.833,10.516,43.76
"2001-12-12",2.374,8.277,7.8,47.84,126.52,1.831,10.491,43.72
"2001-12-13",2.389,8.277,7.8,47.84,126.32,1.832,10.438,43.68
"2001-12-14",2.387,8.277,7.8,47.86,127.24,1.837,10.493,43.84
"2001-12-17",2.361,8.277,7.8,47.86,127.54,1.839,10.455,43.87
"2001-12-18",2.345,8.277,7.8,47.86,127.97,1.838,10.493,43.89
"2001-12-19",2.289,8.277,7.799,47.8,128.2,1.833,10.499,43.78
"2001-12-20",2.317,8.277,7.799,47.83,128.55,1.838,10.593,43.9
"2001-12-21",2.353,8.277,7.797,47.85,129.48,1.839,10.678,44.02
"2001-12-24",2.338,8.277,7.798,47.95,129.9,1.84,10.823,44.08
"2001-12-26",2.32,8.277,7.797,47.95,130.79,1.848,10.843,44.1
"2001-12-27",2.335,8.268,7.798,48.21,131.47,1.854,10.705,44.28
"2001-12-28",2.326,8.277,7.797,48.29,131.3,1.85,10.56,44.18
"2001-12-31",2.312,8.277,7.798,48.27,131.04,1.847,10.457,44.24
"2002-01-02",2.31,8.277,7.798,48.27,132.02,1.853,10.269,44.2
"2002-01-03",2.293,8.277,7.799,48.28,131.76,1.85,10.293,44.1
"2002-01-04",2.314,8.277,7.799,48.3,131.02,1.844,10.312,43.91
"2002-01-07",2.348,8.277,7.799,48.28,130.93,1.846,10.333,43.91
"2002-01-08",2.361,8.277,7.799,48.3,132.53,1.848,10.395,44.07
"2002-01-09",2.383,8.277,7.799,48.32,132.62,1.847,10.395,44.08
"2002-01-10",2.393,8.277,7.799,48.41,132.61,1.846,10.294,44.1
"2002-01-11",2.41,8.277,7.799,48.44,132.17,1.842,10.296,43.97
"2002-01-14",2.406,8.28,7.799,48.36,131.83,1.834,10.342,43.92
"2002-01-15",2.36,8.28,7.799,48.31,131.14,1.826,10.349,43.85
"2002-01-16",2.371,8.28,7.799,48.3,131.77,1.833,10.475,43.9
"2002-01-17",2.357,8.277,7.799,48.31,132.13,1.833,10.529,43.9
"2002-01-18",2.376,8.277,7.799,48.27,132.64,1.835,10.435,44
"2002-01-22",2.377,8.277,7.8,48.3,133.98,1.84,10.48,44.19
"2002-01-23",2.392,8.277,7.8,48.35,134.25,1.84,10.477,44.19
"2002-01-24",2.4,8.277,7.8,48.35,134.64,1.84,10.517,44.17
"2002-01-25",2.415,8.277,7.8,48.38,134.47,1.834,10.675,44.1
"2002-01-28",2.43,8.277,7.797,48.37,133.43,1.834,10.729,44.1
"2002-01-29",2.43,8.277,7.8,48.43,133.51,1.834,10.663,44.07
"2002-01-30",2.444,8.277,7.8,48.53,132.84,1.836,10.651,43.98
"2002-01-31",2.409,8.277,7.8,48.56,134.06,1.837,10.672,44.05
"2002-02-01",2.414,8.277,7.8,48.55,133.77,1.835,10.68,44.06
"2002-02-04",2.425,8.277,7.8,48.61,132.71,1.835,10.639,44
"2002-02-05",2.425,8.277,7.8,48.69,133.9,1.835,10.658,44.02
"2002-02-06",2.43,8.277,7.8,48.71,133.72,1.832,10.61,43.99
"2002-02-07",2.454,8.277,7.8,48.72,133.49,1.83,10.635,43.86
"2002-02-08",2.466,8.277,7.799,48.7,134.77,1.834,10.601,43.98
"2002-02-11",2.458,8.277,7.8,48.75,133.62,1.831,10.555,43.87
"2002-02-12",2.457,8.277,7.8,48.69,132.82,1.83,10.567,43.83
"2002-02-13",2.422,8.277,7.8,48.9,133.23,1.83,10.585,43.81
"2002-02-14",2.428,8.277,7.8,48.71,132.26,1.821,10.548,43.62
"2002-02-15",2.434,8.277,7.8,48.71,132.76,1.826,10.5,43.61
"2002-02-19",2.427,8.277,7.799,48.67,133.45,1.83,10.495,43.8
"2002-02-20",2.428,8.277,7.8,48.64,133.76,1.829,10.565,43.77
"2002-02-21",2.422,8.277,7.799,48.69,134.27,1.831,10.5,43.9
"2002-02-22",2.424,8.277,7.799,48.79,133.85,1.833,10.445,43.89
"2002-02-25",2.4,8.277,7.8,48.82,133.89,1.832,10.436,43.83
"2002-02-26",2.407,8.277,7.799,48.75,134.35,1.834,10.469,43.84
"2002-02-27",2.38,8.277,7.799,48.76,134.63,1.837,10.495,43.82
"2002-02-28",2.361,8.277,7.8,48.76,133.96,1.832,10.47,43.72
"2002-03-01",2.351,8.277,7.8,48.76,133.35,1.831,10.5,43.69
"2002-03-04",2.341,8.277,7.8,48.72,132.2,1.826,10.393,43.61
"2002-03-05",2.336,8.277,7.8,48.72,132.31,1.824,10.389,43.62
"2002-03-06",2.352,8.277,7.8,48.71,130.85,1.825,10.316,43.53
"2002-03-07",2.365,8.277,7.8,48.76,127.07,1.818,10.309,43.27
"2002-03-08",2.35,8.277,7.8,48.76,128.21,1.822,10.372,43.37
"2002-03-11",2.355,8.277,7.8,48.76,128.08,1.82,10.353,43.31
"2002-03-12",2.342,8.277,7.8,48.76,128.67,1.822,10.394,43.25
"2002-03-13",2.348,8.28,7.8,48.74,129.43,1.825,10.408,43.32
"2002-03-14",2.345,8.277,7.8,48.77,128.94,1.822,10.36,43.23
"2002-03-15",2.348,8.278,7.8,48.73,129.1,1.822,10.337,43.27
"2002-03-18",2.345,8.277,7.799,48.74,131.27,1.828,10.285,43.44
"2002-03-19",2.34,8.278,7.799,48.76,132.3,1.83,10.265,43.48
"2002-03-20",2.337,8.277,7.8,48.76,131.6,1.828,10.209,43.35
"2002-03-21",2.349,8.277,7.8,48.78,131.86,1.829,10.198,43.33
"2002-03-22",2.357,8.277,7.8,48.8,132.88,1.834,10.255,43.41
"2002-03-25",2.363,8.277,7.8,48.8,133.46,1.84,10.277,43.4
"2002-03-26",2.343,8.277,7.799,48.78,132.78,1.849,10.276,43.34
"2002-03-27",2.329,8.277,7.799,48.83,132.61,1.843,10.351,43.36
"2002-03-28",2.325,8.277,7.8,48.83,132.61,1.844,10.372,43.54
"2002-03-29",2.326,8.277,7.8,48.83,132.7,1.843,10.363,43.6
"2002-04-01",2.325,8.278,7.8,48.83,133.32,1.847,10.237,43.64
"2002-04-02",2.299,8.277,7.8,48.85,133.4,1.847,10.281,43.79
"2002-04-03",2.31,8.277,7.8,48.91,132.65,1.842,10.302,43.68
"2002-04-04",2.306,8.277,7.8,48.92,132.3,1.842,10.325,43.63
"2002-04-05",2.297,8.277,7.8,48.86,131.73,1.836,10.25,43.56
"2002-04-08",2.291,8.277,7.8,48.91,131.27,1.836,10.368,43.54
"2002-04-09",2.29,8.277,7.8,48.92,131.03,1.837,10.328,43.52
"2002-04-10",2.275,8.277,7.8,48.91,130.75,1.835,10.355,43.49
"2002-04-11",2.273,8.277,7.8,48.93,131.55,1.838,10.284,43.53
"2002-04-12",2.297,8.277,7.8,48.94,132.09,1.838,10.316,43.57
"2002-04-15",2.324,8.277,7.81,48.96,131.95,1.837,10.364,43.5
"2002-04-16",2.315,8.277,7.8,48.96,131.19,1.834,10.382,43.48
"2002-04-17",2.319,8.277,7.8,48.96,130.7,1.829,10.29,43.36
"2002-04-18",2.334,8.277,7.8,48.93,129.84,1.824,10.329,43.26
"2002-04-19",2.324,8.278,7.8,48.92,130.5,1.822,10.29,43.32
"2002-04-22",2.342,8.277,7.8,48.95,129.9,1.814,10.369,43.26
"2002-04-23",2.349,8.277,7.8,49.01,129.89,1.818,10.321,43.32
"2002-04-24",2.358,8.277,7.799,49,129.76,1.816,10.313,43.31
"2002-04-25",2.375,8.277,7.799,49,128.4,1.812,10.279,43.23
"2002-04-26",2.37,8.277,7.799,48.99,128.18,1.804,10.273,43.24
"2002-04-29",2.367,8.277,7.8,49.01,128.13,1.809,10.222,43.24
"2002-04-30",2.36,8.277,7.799,48.98,128.45,1.813,10.28,43.26
"2002-05-01",2.361,8.277,7.799,48.98,127.45,1.807,10.219,43.24
"2002-05-02",2.382,8.277,7.799,48.98,128.02,1.812,10.262,43.15
"2002-05-03",2.415,8.277,7.799,49,127.21,1.805,10.158,43.1
"2002-05-06",2.436,8.277,7.799,48.97,127.27,1.801,10.116,42.99
"2002-05-07",2.412,8.277,7.799,48.99,127.8,1.808,10.259,42.96
"2002-05-08",2.428,8.278,7.799,48.97,128.64,1.809,10.295,42.94
"2002-05-09",2.456,8.277,7.799,48.99,128.36,1.81,10.228,42.94
"2002-05-10",2.482,8.277,7.799,49.02,127.89,1.805,10.241,42.9
"2002-05-13",2.491,8.277,7.799,49.03,127.69,1.803,10.269,42.83
"2002-05-14",2.516,8.277,7.799,49.02,128.66,1.808,10.252,42.9
"2002-05-15",2.503,8.277,7.799,49.04,127.92,1.806,10.16,42.9
"2002-05-16",2.493,8.277,7.799,49.05,128.19,1.806,10.15,42.89
"2002-05-17",2.477,8.277,7.799,49.04,126.03,1.797,10.017,42.56
"2002-05-20",2.472,8.277,7.799,49.06,125.64,1.792,9.996,42.62
"2002-05-21",2.475,8.277,7.799,49.01,123.83,1.789,9.983,42.59
"2002-05-22",2.507,8.277,7.8,49.01,124.16,1.793,9.869,42.82
"2002-05-23",2.538,8.277,7.8,49.07,124.84,1.8,9.886,42.89
"2002-05-24",2.534,8.277,7.8,49.02,124.71,1.799,9.908,42.88
"2002-05-28",2.525,8.277,7.8,49.02,124.38,1.794,9.864,42.59
"2002-05-29",2.52,8.277,7.8,49.01,124.35,1.793,9.815,42.48
"2002-05-30",2.512,8.277,7.8,49.03,123.08,1.786,9.721,42.43
"2002-05-31",2.522,8.277,7.8,49.06,124.13,1.788,9.745,42.36
"2002-06-03",2.55,8.277,7.8,49.07,123.69,1.786,9.69,42.41
"2002-06-04",2.572,8.277,7.8,49.07,123.95,1.786,9.7,42.35
"2002-06-05",2.606,8.277,7.8,49.05,124.4,1.796,9.732,42.53
"2002-06-06",2.656,8.277,7.8,49.03,124.34,1.797,9.694,42.52
"2002-06-07",2.648,8.277,7.8,49.05,124.49,1.791,9.756,42.42
"2002-06-10",2.639,8.277,7.8,49.02,124.6,1.792,9.733,42.42
"2002-06-11",2.67,8.277,7.8,49,125.56,1.793,9.686,42.36
"2002-06-12",2.752,8.277,7.799,49,125.64,1.788,9.685,42.32
"2002-06-13",2.635,8.277,7.8,49.04,125.12,1.785,9.7,42.22
"2002-06-14",2.719,8.27,7.8,49.03,124.25,1.789,9.684,42.2
"2002-06-17",2.681,8.277,7.8,49.02,124.37,1.79,9.592,42.19
"2002-06-18",2.699,8.278,7.801,48.99,124.56,1.794,9.564,42.22
"2002-06-19",2.692,8.277,7.8,48.94,124.04,1.787,9.53,42.14
"2002-06-20",2.759,8.277,7.8,48.94,123.33,1.779,9.386,42.08
"2002-06-21",2.809,8.277,7.8,48.95,121.23,1.772,9.328,42.06
"2002-06-24",2.829,8.277,7.8,48.91,121.28,1.767,9.263,41.84
"2002-06-25",2.814,8.277,7.8,48.93,121.9,1.772,9.34,41.93
"2002-06-26",2.857,8.277,7.8,48.87,119.83,1.769,9.271,41.76
"2002-06-27",2.871,8.277,7.8,48.86,119.38,1.768,9.213,41.65
"2002-06-28",2.83,8.277,7.8,48.91,119.85,1.766,9.207,41.58
"2002-07-01",2.858,8.277,7.801,48.86,120.04,1.769,9.199,41.63
"2002-07-02",2.908,8.277,7.8,48.87,120.13,1.772,9.214,41.54
"2002-07-03",2.868,8.277,7.8,48.83,119.77,1.769,9.286,41.64
"2002-07-05",2.88,8.277,7.8,48.86,120.19,1.77,9.375,41.66
"2002-07-08",2.859,8.277,7.8,48.84,118.66,1.763,9.295,41.49
"2002-07-09",2.846,8.277,7.8,48.82,117.85,1.755,9.288,41.27
"2002-07-10",2.854,8.277,7.8,48.82,117.94,1.752,9.395,41.15
"2002-07-11",2.832,8.277,7.8,48.81,116.62,1.748,9.353,41.18
"2002-07-12",2.822,8.277,7.8,48.8,116.73,1.744,9.322,41.07
"2002-07-15",2.86,8.277,7.8,48.85,116.06,1.739,9.199,40.74
"2002-07-16",2.869,8.277,7.8,48.83,115.71,1.738,9.244,40.42
"2002-07-17",2.898,8.277,7.8,48.81,116.24,1.74,9.233,40.55
"2002-07-18",2.862,8.277,7.8,48.82,117.02,1.743,9.245,40.59
"2002-07-19",2.871,8.277,7.8,48.75,115.73,1.731,9.23,40.46
"2002-07-22",2.879,8.277,7.8,48.73,116.22,1.734,9.406,40.45
"2002-07-23",2.905,8.277,7.8,48.72,117.35,1.743,9.553,40.98
"2002-07-24",2.935,8.277,7.8,48.7,116.33,1.744,9.569,41.22
"2002-07-25",3,8.277,7.8,48.71,116.87,1.745,9.42,41.1
"2002-07-26",3.02,8.277,7.8,48.71,118.78,1.763,9.448,41.97
"2002-07-29",3.137,8.277,7.8,48.76,119.87,1.769,9.478,42.47
"2002-07-30",3.265,8.277,7.8,48.74,119.9,1.763,9.377,42.03
"2002-07-31",3.485,8.277,7.8,48.69,119.77,1.763,9.515,42.04
"2002-08-01",3.27,8.277,7.8,48.68,119.1,1.757,9.552,42.15
"2002-08-02",3.07,8.277,7.8,48.68,118.98,1.752,9.572,42.16
"2002-08-05",3.09,8.277,7.8,48.67,119.26,1.756,9.556,42.15
"2002-08-06",3.22,8.277,7.8,48.73,121.14,1.773,9.686,42.62
"2002-08-07",3.07,8.277,7.8,48.7,120.37,1.766,9.587,42.41
"2002-08-08",2.925,8.277,7.8,48.68,121.04,1.771,9.65,42.46
"2002-08-09",2.985,8.277,7.8,48.67,120.15,1.764,9.56,42.39
"2002-08-12",3.115,8.277,7.8,48.64,118.85,1.76,9.508,42.15
"2002-08-13",3.175,8.277,7.8,48.62,119.08,1.76,9.449,42.15
"2002-08-14",3.195,8.277,7.8,48.63,116.53,1.745,9.372,41.9
"2002-08-15",3.2,8.277,7.8,48.63,117.28,1.747,9.408,41.84
"2002-08-16",3.155,8.277,7.8,48.6,117.51,1.748,9.384,41.8
"2002-08-19",3.083,8.277,7.8,48.61,118.53,1.752,9.444,42.08
"2002-08-20",3.089,8.277,7.8,48.59,118.84,1.75,9.405,41.96
"2002-08-21",3.08,8.277,7.8,48.56,118.54,1.749,9.347,42.08
"2002-08-22",3.173,8.277,7.8,48.55,119.85,1.759,9.498,42.3
"2002-08-23",3.095,8.277,7.8,48.55,119.53,1.756,9.457,42.3
"2002-08-26",3.076,8.277,7.8,48.55,119.54,1.757,9.385,42.4
"2002-08-27",3.072,8.277,7.801,48.53,118.31,1.748,9.288,42.21
"2002-08-28",3.13,8.277,7.8,48.6,118.31,1.748,9.307,42.23
"2002-08-29",3.11,8.277,7.8,48.54,118.34,1.75,9.328,42.25
"2002-08-30",3.003,8.277,7.8,48.52,118.76,1.75,9.4,42.25
"2002-09-03",3.102,8.277,7.8,48.5,117.12,1.746,9.369,42.2
"2002-09-04",3.134,8.277,7.8,48.48,118.01,1.75,9.35,42.22
"2002-09-05",3.143,8.277,7.8,48.5,118.34,1.748,9.346,42.15
"2002-09-06",3.175,8.277,7.8,48.57,118.48,1.749,9.37,42.3
"2002-09-09",3.123,8.277,7.8,48.52,118.85,1.751,9.373,42.46
"2002-09-10",3.151,8.277,7.8,48.52,119.78,1.758,9.426,42.52
"2002-09-11",3.11,8.277,7.8,48.48,120.64,1.76,9.416,42.52
"2002-09-12",3.111,8.277,7.8,48.48,120.68,1.763,9.419,42.49
"2002-09-13",3.145,8.277,7.8,48.47,121.5,1.771,9.452,42.81
"2002-09-16",3.19,8.277,7.8,48.43,122.17,1.782,9.364,43.35
"2002-09-17",3.225,8.277,7.8,48.45,122.64,1.779,9.413,43.03
"2002-09-18",3.345,8.277,7.8,48.43,121.49,1.772,9.303,42.94
"2002-09-19",3.411,8.277,7.8,48.44,121.48,1.771,9.243,43
"2002-09-20",3.435,8.277,7.8,48.46,123.16,1.778,9.193,43.34
"2002-09-23",3.569,8.277,7.8,48.44,123.93,1.782,9.243,43.44
"2002-09-24",3.61,8.277,7.8,48.42,123.38,1.781,9.268,43.43
"2002-09-25",3.71,8.277,7.8,48.43,122.72,1.784,9.305,43.45
"2002-09-26",3.77,8.277,7.8,48.43,122.59,1.785,9.371,43.45
"2002-09-27",3.835,8.277,7.8,48.4,122.86,1.779,9.304,43.47
"2002-09-30",3.803,8.277,7.8,48.4,121.74,1.778,9.274,43.29
"2002-10-01",3.692,8.277,7.8,48.39,122.73,1.789,9.219,43.48
"2002-10-02",3.581,8.277,7.8,48.39,123.21,1.787,9.221,43.53
"2002-10-03",3.665,8.277,7.8,48.38,123.04,1.785,9.198,43.57
"2002-10-04",3.635,8.277,7.8,48.38,123.02,1.783,9.258,43.53
"2002-10-07",3.679,8.277,7.8,48.35,124.44,1.792,9.275,43.87
"2002-10-08",3.726,8.277,7.8,48.39,124.26,1.789,9.353,43.76
"2002-10-09",3.85,8.277,7.8,48.34,123.55,1.786,9.29,43.68
"2002-10-10",3.945,8.277,7.8,48.38,123.64,1.794,9.278,43.82
"2002-10-11",3.93,8.277,7.8,48.36,124.04,1.794,9.246,43.89
"2002-10-15",3.855,8.277,7.8,48.36,124.66,1.804,9.241,44.19
"2002-10-16",3.88,8.277,7.799,48.41,124.3,1.789,9.242,43.83
"2002-10-17",3.88,8.277,7.799,48.42,124.8,1.785,9.383,43.68
"2002-10-18",3.88,8.277,7.799,48.44,125.52,1.791,9.384,43.8
"2002-10-21",3.913,8.277,7.799,48.38,124.71,1.783,9.335,43.6
"2002-10-22",3.931,8.277,7.799,48.39,125.09,1.783,9.345,43.65
"2002-10-23",3.901,8.277,7.799,48.35,124.17,1.78,9.385,43.63
"2002-10-24",3.857,8.277,7.799,48.42,124.77,1.784,9.37,43.58
"2002-10-25",3.786,8.277,7.799,48.41,124.14,1.775,9.341,43.44
"2002-10-28",3.751,8.277,7.799,48.45,123.64,1.777,9.242,43.43
"2002-10-29",3.835,8.277,7.8,48.41,122.55,1.768,9.251,43.31
"2002-10-30",3.73,8.277,7.8,48.35,122.91,1.772,9.218,43.47
"2002-10-31",3.624,8.277,7.8,48.39,122.78,1.767,9.189,43.35
"2002-11-01",3.595,8.277,7.8,48.36,122.16,1.763,9.13,43.32
"2002-11-04",3.524,8.277,7.799,48.36,122.46,1.764,9.165,43.27
"2002-11-05",3.553,8.277,7.799,48.35,121.84,1.758,9.146,43.24
"2002-11-06",3.612,8.277,7.799,48.36,122.22,1.767,9.137,43.29
"2002-11-07",3.626,8.277,7.799,48.34,121.26,1.764,9.052,43.23
"2002-11-08",3.525,8.277,7.8,48.29,119.72,1.759,8.971,43.02
"2002-11-12",3.593,8.277,7.8,48.3,119.57,1.764,8.988,43.18
"2002-11-13",3.651,8.277,7.799,48.3,120.28,1.766,9.015,43.36
"2002-11-14",3.705,8.277,7.8,48.29,120.45,1.762,9.053,43.45
"2002-11-15",3.69,8.277,7.8,48.23,120.37,1.763,9.01,43.5
"2002-11-18",3.564,8.277,7.8,48.23,121.15,1.765,8.989,43.4
"2002-11-19",3.572,8.277,7.8,48.23,121.65,1.768,8.997,43.36
"2002-11-20",3.513,8.277,7.8,48.25,122.52,1.77,9.05,43.49
"2002-11-21",3.542,8.277,7.8,48.21,122.92,1.771,9.018,43.45
"2002-11-22",3.576,8.277,7.799,48.22,122.84,1.77,9.04,43.39
"2002-11-25",3.554,8.277,7.799,48.23,122.32,1.774,9.097,43.43
"2002-11-26",3.601,8.277,7.799,48.24,121.89,1.764,9.137,43.42
"2002-11-27",3.59,8.277,7.799,48.27,122.21,1.764,9.169,43.39
"2002-11-29",3.671,8.277,7.799,48.36,122.72,1.767,9.076,43.51
"2002-12-02",3.623,8.277,7.799,48.32,124.61,1.772,9.075,43.73
"2002-12-03",3.676,8.277,7.799,48.28,124.42,1.772,9.064,43.65
"2002-12-04",3.716,8.277,7.799,48.23,124.84,1.771,9.075,43.72
"2002-12-05",3.753,8.277,7.799,48.27,124.99,1.776,9.07,43.8
"2002-12-06",3.718,8.277,7.799,48.24,123.69,1.767,9.009,43.6
"2002-12-09",3.795,8.278,7.799,48.24,123.36,1.765,9.012,43.39
"2002-12-10",3.786,8.277,7.799,48.24,123.66,1.766,9.03,43.41
"2002-12-11",3.783,8.277,7.799,48.18,123.46,1.763,9.021,43.4
"2002-12-12",3.779,8.277,7.799,48.22,122.75,1.76,8.945,43.37
"2002-12-13",3.72,8.277,7.799,48.2,120.71,1.748,8.943,43.27
"2002-12-16",3.598,8.277,7.799,48.18,121.28,1.749,8.902,43.19
"2002-12-17",3.58,8.278,7.799,48.16,121.27,1.748,8.87,43.1
"2002-12-18",3.533,8.277,7.798,48.15,121.12,1.746,8.868,43.06
"2002-12-19",3.465,8.28,7.798,48.11,120.86,1.745,8.916,43
"2002-12-20",3.439,8.28,7.799,48.03,120.52,1.744,8.865,43.1
"2002-12-23",3.51,8.278,7.799,48.03,120.77,1.741,8.93,43.05
"2002-12-24",3.51,8.278,7.799,48.04,120.27,1.738,8.864,42.92
"2002-12-26",3.541,8.277,7.799,48.05,120.12,1.739,8.811,43.1
"2002-12-27",3.554,8.277,7.799,48.01,119.92,1.736,8.813,43.32
"2002-12-30",3.545,8.277,7.799,47.96,118.38,1.735,8.76,43.3
"2002-12-31",3.54,8.28,7.799,48,118.75,1.735,8.695,43.2
"2003-01-02",3.543,8.28,7.799,48.05,119.86,1.745,8.792,43.17
"2003-01-03",3.431,8.277,7.799,48.03,119.85,1.744,8.717,43
"2003-01-06",3.339,8.28,7.799,48.01,119.06,1.737,8.677,42.8
"2003-01-07",3.313,8.277,7.8,48,120.18,1.743,8.695,42.85
