"Date","Brazilian Reals to One U.S. Dollar","Chinese Yuan to One U.S. Dollar","Hong Kong Dollars to One U.S. Dollar","Indian Rupees to One U.S. Dollar","Japanese Yen to One U.S. Dollar","Singapore Dollars to One U.S. Dollar","Swedish Kronor to One U.S. Dollar","Thai Baht to One U.S. Dollar"
"2014-02-05",2.397,6.06,7.762,62.57,101.38,1.268,6.532,32.73
"2014-02-06",2.386,6.06,7.759,62.14,101.84,1.268,6.5,32.78
"2014-02-07",2.382,6.063,7.759,62.09,102.32,1.267,6.495,32.8
"2014-02-10",2.393,6.059,7.757,62.44,102.14,1.27,6.483,32.8
"2014-02-11",2.408,6.06,7.756,62.15,102.63,1.267,6.434,32.74
"2014-02-12",2.412,6.061,7.756,61.84,102.48,1.266,6.447,32.53
"2014-02-13",2.414,6.063,7.755,62.23,102.2,1.265,6.462,32.55
"2014-02-14",2.386,6.067,7.755,61.87,101.82,1.26,6.452,32.32
"2014-02-18",2.39,6.067,7.755,62.2,102.31,1.26,6.484,32.46
"2014-02-19",2.39,6.076,7.755,62.32,102.3,1.26,6.493,32.54
"2014-02-20",2.371,6.083,7.756,62.21,102.32,1.265,6.552,32.57
"2014-02-21",2.357,6.091,7.756,62.13,102.71,1.267,6.542,32.52
"2014-02-24",2.33,6.098,7.759,62.07,102.44,1.264,6.492,32.52
"2014-02-25",2.334,6.124,7.761,61.96,102.2,1.263,6.493,32.54
"2014-02-26",2.35,6.124,7.76,62.11,102.36,1.266,6.518,32.58
"2014-02-27",2.332,6.128,7.761,62.11,102.12,1.264,6.512,32.59
"2014-02-28",2.332,6.145,7.761,61.78,102.08,1.267,6.411,32.52
"2014-03-03",2.341,6.146,7.76,62.17,101.36,1.271,6.46,32.53
"2014-03-04",2.341,6.143,7.76,61.91,102.18,1.269,6.449,32.32
"2014-03-05",2.328,6.128,7.761,61.75,102.32,1.27,6.428,32.27
"2014-03-06",2.305,6.118,7.761,60.89,103.03,1.263,6.4,32.25
"2014-03-07",2.338,6.126,7.761,61.24,103.38,1.268,6.388,32.36
"2014-03-10",2.344,6.138,7.761,60.84,103.23,1.269,6.386,32.38
"2014-03-11",2.35,6.14,7.762,61.01,103.18,1.267,6.37,32.28
"2014-03-12",2.362,6.145,7.766,61.01,102.74,1.268,6.362,32.39
"2014-03-13",2.356,6.136,7.764,61.2,102.12,1.266,6.354,32.33
"2014-03-14",2.358,6.15,7.766,61.19,101.46,1.265,6.377,32.25
"2014-03-17",2.353,6.178,7.766,61.08,101.62,1.265,6.351,32.21
"2014-03-18",2.342,6.192,7.767,61.1,101.37,1.264,6.339,32.1
"2014-03-19",2.331,6.193,7.765,60.95,101.54,1.266,6.356,32.16
"2014-03-20",2.334,6.227,7.764,61.33,102.39,1.277,6.41,32.38
"2014-03-21",2.322,6.225,7.759,60.9,102.38,1.275,6.438,32.38
"2014-03-24",2.322,6.196,7.758,60.78,102.21,1.271,6.428,32.47
"2014-03-25",2.309,6.201,7.756,60.27,102.32,1.269,6.427,32.58
"2014-03-26",2.306,6.208,7.758,60.13,102.3,1.268,6.457,32.57
"2014-03-27",2.267,6.212,7.758,60.26,102.1,1.265,6.481,32.48
"2014-03-28",2.263,6.212,7.757,59.89,102.92,1.259,6.502,32.49
"2014-03-31",2.255,6.216,7.757,60,102.98,1.258,6.475,32.42
"2014-04-01",2.263,6.206,7.757,59.86,103.52,1.259,6.452,32.34
"2014-04-02",2.27,6.205,7.756,59.9,103.82,1.262,6.484,32.4
"2014-04-03",2.28,6.21,7.757,60.35,103.94,1.263,6.546,32.47
"2014-04-04",2.24,6.212,7.757,60.08,103.39,1.26,6.551,32.46
"2014-04-07",2.221,6.212,7.755,60.11,103.04,1.26,6.528,32.46
"2014-04-08",2.194,6.197,7.754,60.08,102.12,1.253,6.494,32.26
"2014-04-09",2.215,6.2,7.753,60.09,101.85,1.247,6.507,32.2
"2014-04-10",2.195,6.212,7.753,60.07,101.43,1.248,6.523,32.23
"2014-04-11",2.208,6.211,7.753,60.18,101.56,1.248,6.523,32.26
"2014-04-14",2.21,6.219,7.753,60.32,101.81,1.252,6.552,32.26
"2014-04-15",2.236,6.222,7.754,60.34,101.6,1.253,6.577,32.3
"2014-04-16",2.236,6.22,7.755,60.22,102.3,1.25,6.592,32.23
"2014-04-17",2.249,6.219,7.754,60.29,102.22,1.251,6.592,32.16
"2014-04-18",2.237,6.224,7.754,60.29,102.43,1.252,6.594,32.16
"2014-04-21",2.236,6.227,7.754,60.59,102.56,1.253,6.623,32.23
"2014-04-22",2.243,6.237,7.752,60.8,102.6,1.256,6.582,32.31
"2014-04-23",2.237,6.237,7.753,61.17,102.26,1.257,6.575,32.35
"2014-04-24",2.223,6.248,7.753,61.11,102.34,1.258,6.573,32.36
"2014-04-25",2.236,6.253,7.753,60.64,102.12,1.256,6.587,32.25
"2014-04-28",2.231,6.252,7.753,60.69,102.46,1.257,6.546,32.26
"2014-04-29",2.221,6.258,7.754,60.23,102.57,1.255,6.569,32.25
"2014-04-30",2.236,6.259,7.753,60.21,102.14,1.255,6.505,32.36
"2014-05-01",2.234,6.259,7.753,60.11,102.3,1.253,6.501,32.36
"2014-05-02",2.218,6.259,7.753,60.02,102.34,1.254,6.513,32.36
"2014-05-05",2.232,6.245,7.752,60.21,102.06,1.25,6.545,32.35
"2014-05-06",2.228,6.226,7.752,59.97,101.57,1.247,6.507,32.35
"2014-05-07",2.223,6.235,7.752,60.01,101.72,1.249,6.486,32.37
"2014-05-08",2.205,6.227,7.752,60.06,101.66,1.246,6.507,32.51
"2014-05-09",2.215,6.227,7.751,60,101.74,1.248,6.559,32.61
"2014-05-12",2.219,6.236,7.752,59.48,102.1,1.251,6.568,32.62
"2014-05-13",2.21,6.228,7.752,59.44,102.2,1.252,6.55,32.61
"2014-05-14",2.204,6.228,7.752,59.49,101.75,1.25,6.549,32.41
"2014-05-15",2.225,6.229,7.752,59.38,101.44,1.252,6.578,32.49
"2014-05-16",2.212,6.233,7.752,58.62,101.5,1.251,6.561,32.49
"2014-05-19",2.204,6.237,7.752,58.38,101.26,1.249,6.585,32.47
"2014-05-20",2.21,6.238,7.752,58.58,101.26,1.252,6.581,32.51
"2014-05-21",2.208,6.234,7.753,58.66,101.44,1.252,6.58,32.49
"2014-05-22",2.218,6.235,7.754,58.3,101.76,1.252,6.592,32.56
"2014-05-23",2.215,6.236,7.753,58.36,101.88,1.252,6.649,32.55
"2014-05-27",2.237,6.247,7.753,58.9,102.14,1.256,6.625,32.63
"2014-05-28",2.239,6.254,7.753,58.94,101.78,1.255,6.646,32.68
"2014-05-29",2.219,6.238,7.753,58.9,101.58,1.255,6.641,32.78
"2014-05-30",2.237,6.247,7.752,59.16,101.77,1.254,6.686,32.84
"2014-06-02",2.269,6.247,7.754,59.15,102.3,1.256,6.684,32.85
"2014-06-03",2.27,6.254,7.753,59.32,102.42,1.257,6.685,32.6
"2014-06-04",2.285,6.249,7.753,59.34,102.69,1.257,6.648,32.66
"2014-06-05",2.262,6.255,7.753,59.24,102.44,1.256,6.678,32.63
"2014-06-06",2.242,6.25,7.752,59.17,102.5,1.251,6.628,32.48
"2014-06-09",2.229,6.24,7.751,59.18,102.52,1.25,6.681,32.44
"2014-06-10",2.227,6.224,7.751,59.18,102.37,1.25,6.7,32.46
"2014-06-11",2.23,6.228,7.752,59.32,101.94,1.25,6.693,32.46
"2014-06-12",2.231,6.218,7.751,59.19,101.83,1.248,6.69,32.44
"2014-06-13",2.231,6.209,7.752,59.64,102.06,1.251,6.656,32.37
"2014-06-16",2.234,6.225,7.751,60.16,101.82,1.25,6.624,32.35
"2014-06-17",2.256,6.226,7.751,60.32,102.18,1.254,6.631,32.48
"2014-06-18",2.253,6.231,7.751,60.28,102.16,1.252,6.66,32.47
"2014-06-19",2.253,6.229,7.75,60.09,101.84,1.25,6.692,32.47
"2014-06-20",2.236,6.224,7.751,60.23,102.14,1.25,6.732,32.45
"2014-06-23",2.218,6.225,7.751,60.14,101.9,1.249,6.703,32.45
"2014-06-24",2.22,6.231,7.752,60.14,102.13,1.249,6.732,32.44
"2014-06-25",2.207,6.234,7.752,60.11,101.75,1.25,6.728,32.44
"2014-06-26",2.206,6.224,7.752,60.17,101.66,1.25,6.74,32.48
"2014-06-27",2.197,6.218,7.752,60.04,101.39,1.25,6.736,32.45
"2014-06-30",2.203,6.204,7.75,60.06,101.28,1.247,6.687,32.43
"2014-07-01",2.202,6.2,7.75,60.05,101.51,1.245,6.694,32.39
"2014-07-02",2.217,6.21,7.75,59.69,101.76,1.247,6.708,32.38
"2014-07-03",2.216,6.212,7.751,59.74,102.19,1.247,6.816,32.38
"2014-07-07",2.219,6.204,7.75,60.01,101.84,1.247,6.834,32.4
"2014-07-08",2.213,6.201,7.75,59.78,101.53,1.243,6.829,32.38
"2014-07-09",2.213,6.199,7.75,59.75,101.7,1.242,6.799,32.19
"2014-07-10",2.222,6.202,7.75,60.19,101.26,1.242,6.781,32.17
"2014-07-11",2.22,6.203,7.75,60.08,101.33,1.241,6.796,32.13
"2014-07-14",2.214,6.206,7.75,60.11,101.58,1.241,6.794,32.13
"2014-07-15",2.224,6.208,7.75,60.15,101.62,1.244,6.816,32.11
"2014-07-16",2.224,6.204,7.75,60.12,101.69,1.243,6.824,32.09
"2014-07-17",2.245,6.203,7.751,60.35,101.3,1.243,6.824,32.16
"2014-07-18",2.233,6.208,7.751,60.33,101.37,1.241,6.843,32.12
"2014-07-21",2.219,6.209,7.752,60.24,101.34,1.239,6.852,31.89
"2014-07-22",2.207,6.203,7.751,60.16,101.54,1.24,6.848,31.74
"2014-07-23",2.218,6.198,7.751,60,101.5,1.238,6.838,31.81
"2014-07-24",2.217,6.194,7.75,60.11,101.82,1.241,6.833,31.83
"2014-07-25",2.229,6.191,7.75,60.04,101.81,1.241,6.822,31.82
"2014-07-28",2.23,6.187,7.75,60.13,101.82,1.241,6.83,31.8
"2014-07-29",2.229,6.18,7.75,60.12,102.12,1.243,6.851,31.83
"2014-07-30",2.253,6.171,7.75,60.4,102.9,1.245,6.89,31.97
"2014-07-31",2.27,6.174,7.75,60.55,102.75,1.247,6.896,32.18
"2014-08-01",2.267,6.179,7.75,61.2,102.45,1.247,6.867,32.14
"2014-08-04",2.259,6.178,7.75,60.94,102.47,1.246,6.892,32.16
"2014-08-05",2.277,6.171,7.75,61.05,102.77,1.248,6.898,32.21
"2014-08-06",2.275,6.163,7.75,61.25,102.34,1.249,6.912,32.21
"2014-08-07",2.288,6.162,7.751,61.2,102.06,1.251,6.902,32.22
"2014-08-08",2.296,6.156,7.751,61.18,101.91,1.251,6.889,32.13
"2014-08-11",2.274,6.153,7.751,61.17,102.14,1.25,6.869,32.06
"2014-08-12",2.274,6.158,7.751,61.09,102.22,1.251,6.879,32.06
"2014-08-13",2.276,6.153,7.751,61.22,102.48,1.25,6.879,31.95
"2014-08-14",2.271,6.158,7.75,60.77,102.44,1.245,6.853,31.84
"2014-08-15",2.274,6.147,7.75,60.77,102.19,1.246,6.834,31.86
"2014-08-18",2.26,6.143,7.751,60.77,102.54,1.244,6.856,31.83
"2014-08-19",2.256,6.143,7.75,60.67,102.86,1.247,6.87,31.88
"2014-08-20",2.254,6.14,7.751,60.58,103.36,1.25,6.901,31.96
"2014-08-21",2.256,6.151,7.75,60.56,103.78,1.249,6.89,31.97
"2014-08-22",2.278,6.151,7.75,60.47,103.97,1.249,6.918,31.95
"2014-08-25",2.282,6.154,7.75,60.56,103.96,1.25,6.923,31.97
"2014-08-26",2.273,6.152,7.751,60.43,104.12,1.25,6.942,31.92
"2014-08-27",2.259,6.143,7.75,60.45,103.98,1.247,6.946,31.9
"2014-08-28",2.252,6.142,7.75,60.51,103.78,1.249,6.969,31.94
"2014-08-29",2.238,6.143,7.75,61.51,104,1.249,6.975,31.94
"2014-09-02",2.251,6.148,7.75,60.69,105.1,1.254,7.013,32.11
"2014-09-03",2.231,6.141,7.75,60.41,104.88,1.252,7.019,32.03
"2014-09-04",2.24,6.138,7.75,60.38,105.22,1.256,7.071,32.07
"2014-09-05",2.244,6.14,7.75,60.26,104.94,1.253,7.087,31.98
"2014-09-08",2.25,6.14,7.75,60.29,105.65,1.256,7.088,32.04
"2014-09-09",2.283,6.136,7.75,60.6,106.32,1.263,7.114,32.09
"2014-09-10",2.296,6.128,7.75,60.95,106.76,1.263,7.099,32.14
"2014-09-11",2.288,6.13,7.751,60.93,106.87,1.263,7.118,32.19
"2014-09-12",2.33,6.134,7.751,60.95,107.24,1.263,7.133,32.2
"2014-09-15",2.345,6.142,7.751,61.03,107.18,1.264,7.111,32.27
"2014-09-16",2.323,6.146,7.751,61.06,106.91,1.259,7.109,32.21
"2014-09-17",2.346,6.139,7.751,60.9,107.58,1.264,7.124,32.24
"2014-09-18",2.36,6.14,7.751,60.78,108.69,1.268,7.1,32.27
"2014-09-19",2.375,6.14,7.751,60.8,108.96,1.266,7.146,32.19
"2014-09-22",2.386,6.14,7.751,60.93,108.88,1.269,7.158,32.24
"2014-09-23",2.41,6.137,7.751,61.04,108.82,1.268,7.143,32.21
"2014-09-24",2.402,6.135,7.752,60.93,108.92,1.267,7.176,32.23
"2014-09-25",2.418,6.136,7.754,61.33,108.7,1.269,7.215,32.28
"2014-09-26",2.424,6.127,7.758,61.14,109.32,1.274,7.26,32.35
"2014-09-29",2.446,6.15,7.765,61.53,109.34,1.273,7.239,32.37
"2014-09-30",2.448,6.138,7.765,61.92,109.66,1.275,7.215,32.43
"2014-10-01",2.475,6.138,7.765,61.71,109.3,1.273,7.222,32.43
"2014-10-02",2.488,6.138,7.762,61.61,108.1,1.271,7.189,32.42
"2014-10-03",2.487,6.139,7.756,61.81,109.7,1.281,7.271,32.62
"2014-10-06",2.409,6.139,7.755,61.68,109.08,1.277,7.221,32.6
"2014-10-07",2.39,6.139,7.754,61.28,108.3,1.276,7.205,32.57
"2014-10-08",2.427,6.139,7.757,61.38,108.41,1.278,7.221,32.6
"2014-10-09",2.392,6.13,7.756,60.92,108,1.271,7.215,32.42
"2014-10-10",2.41,6.131,7.76,61.27,107.83,1.273,7.221,32.41
"2014-10-14",2.394,6.125,7.756,61.38,107.15,1.275,7.243,32.47
"2014-10-15",2.439,6.125,7.757,61.42,106.06,1.273,7.198,32.42
"2014-10-16",2.474,6.123,7.758,61.8,105.98,1.273,7.163,32.4
"2014-10-17",2.433,6.124,7.759,61.46,106.72,1.275,7.188,32.42
"2014-10-20",2.456,6.123,7.758,61.2,106.87,1.271,7.187,32.27
"2014-10-21",2.469,6.121,7.757,61.14,106.7,1.271,7.232,32.24
"2014-10-22",2.471,6.118,7.757,61.18,107.32,1.272,7.266,32.32
"2014-10-23",2.503,6.119,7.758,61.16,108.16,1.275,7.255,32.34
"2014-10-24",2.466,6.117,7.757,61.16,108.06,1.275,7.257,32.38
"2014-10-27",2.543,6.116,7.757,61.28,107.71,1.275,7.291,32.42
"2014-10-28",2.471,6.113,7.757,61.17,108,1.272,7.328,32.42
"2014-10-29",2.435,6.111,7.755,61.2,108.1,1.271,7.299,32.44
"2014-10-30",2.406,6.114,7.755,61.42,108.94,1.277,7.336,32.53
"2014-10-31",2.454,6.112,7.755,61.44,112.09,1.285,7.397,32.58
"2014-11-03",2.496,6.118,7.755,61.38,113.92,1.291,7.407,32.7
"2014-11-04",2.518,6.115,7.752,61.38,113.44,1.289,7.391,32.67
"2014-11-05",2.507,6.114,7.752,61.49,114.62,1.293,7.373,32.83
"2014-11-06",2.554,6.112,7.752,61.45,114.87,1.295,7.416,32.85
"2014-11-07",2.571,6.123,7.752,61.5,114.73,1.292,7.429,32.78
"2014-11-10",2.54,6.119,7.754,61.52,114.78,1.292,7.43,32.83
"2014-11-12",2.55,6.126,7.755,61.4,115.42,1.289,7.415,32.82
"2014-11-13",2.592,6.124,7.755,61.55,115.63,1.291,7.421,32.77
"2014-11-14",2.603,6.129,7.754,61.7,116.52,1.298,7.41,32.8
"2014-11-17",2.602,6.124,7.755,61.82,116.44,1.298,7.43,32.78
"2014-11-18",2.595,6.121,7.755,61.72,116.76,1.296,7.361,32.73
"2014-11-19",2.574,6.119,7.755,61.98,117.7,1.306,7.386,32.8
"2014-11-20",2.572,6.123,7.756,61.92,118.14,1.301,7.41,32.81
"2014-11-21",2.525,6.124,7.757,61.76,117.74,1.298,7.475,32.78
"2014-11-24",2.548,6.141,7.756,61.85,118.39,1.304,7.444,32.83
"2014-11-25",2.53,6.136,7.755,61.89,117.99,1.302,7.435,32.79
"2014-11-26",2.501,6.139,7.753,61.78,117.6,1.298,7.393,32.76
"2014-11-28",2.572,6.143,7.755,62.2,118.7,1.304,7.454,32.85
"2014-12-01",2.562,6.152,7.754,61.94,118.14,1.305,7.412,32.75
"2014-12-02",2.574,6.149,7.755,61.8,119.1,1.31,7.512,32.85
"2014-12-03",2.555,6.15,7.752,61.85,119.82,1.311,7.529,32.88
"2014-12-04",2.578,6.154,7.752,61.78,119.67,1.311,7.469,32.88
"2014-12-05",2.601,6.15,7.751,61.9,121.38,1.322,7.546,33
"2014-12-08",2.614,6.173,7.751,61.82,120.89,1.319,7.559,33.02
"2014-12-09",2.594,6.186,7.753,61.87,118.87,1.315,7.518,32.88
"2014-12-10",2.611,6.176,7.751,62.1,118.5,1.311,7.522,32.81
"2014-12-11",2.645,6.188,7.751,62.46,119.4,1.315,7.554,32.81
"2014-12-12",2.672,6.186,7.752,62.52,118.22,1.312,7.533,32.81
"2014-12-15",2.692,6.19,7.752,63.16,117.75,1.312,7.634,32.98
"2014-12-16",2.731,6.189,7.754,63.65,117.28,1.305,7.603,32.97
"2014-12-17",2.691,6.196,7.755,63.52,117.64,1.307,7.648,32.92
"2014-12-18",2.645,6.214,7.756,62.98,118.84,1.313,7.678,32.86
"2014-12-19",2.654,6.22,7.754,63.24,119.56,1.317,7.73,32.85
"2014-12-22",2.653,6.221,7.756,63.22,119.84,1.319,7.778,32.89
"2014-12-23",2.7,6.226,7.757,63.4,120.68,1.322,7.789,32.9
"2014-12-24",2.695,6.215,7.762,63.55,120.45,1.324,7.808,32.88
"2014-12-29",2.697,6.222,7.758,63.67,120.57,1.323,7.822,32.94
"2014-12-30",2.661,6.202,7.758,63.38,119.34,1.321,7.74,32.86
"2014-12-31",2.656,6.205,7.753,63.04,119.85,1.324,7.825,32.9
"2015-01-02",2.697,6.205,7.756,63.27,120.2,1.33,7.899,32.94
"2015-01-05",2.728,6.22,7.756,63.34,119.64,1.335,7.925,32.95
"2015-01-06",2.701,6.213,7.753,63.57,118.26,1.332,7.885,32.86
"2015-01-07",2.7,6.213,7.755,63.27,119.52,1.341,7.974,32.87
"2015-01-08",2.664,6.214,7.755,62.67,119.51,1.336,8.014,32.86
"2015-01-09",2.638,6.209,7.753,62.34,118.66,1.334,8.052,32.85
"2015-01-12",2.667,6.203,7.753,62.09,118.32,1.334,8.068,32.87
"2015-01-13",2.637,6.197,7.753,61.97,118.16,1.334,8.072,32.85
"2015-01-14",2.615,6.196,7.754,62.09,116.78,1.333,8.054,32.75
"2015-01-15",2.632,6.187,7.753,62.06,116.95,1.329,8.143,32.75
"2015-01-16",2.623,6.207,7.754,61.87,117.45,1.326,8.14,32.53
"2015-01-20",2.615,6.214,7.752,61.64,118.48,1.338,8.181,32.7
"2015-01-21",2.598,6.211,7.751,61.55,117.86,1.335,8.182,32.56
"2015-01-22",2.564,6.209,7.752,61.32,117.92,1.336,8.195,32.53
"2015-01-23",2.581,6.228,7.751,61.46,117.8,1.344,8.27,32.58
"2015-01-26",2.582,6.254,7.752,61.46,118.38,1.342,8.267,32.55
"2015-01-27",2.574,6.243,7.752,61.34,117.62,1.339,8.17,32.51
"2015-01-28",2.583,6.248,7.752,61.34,117.74,1.351,8.233,32.55
"2015-01-29",2.611,6.246,7.752,61.94,118.31,1.353,8.265,32.76
"2015-01-30",2.684,6.25,7.753,62.01,117.44,1.354,8.273,32.74
"2015-02-02",2.709,6.259,7.753,61.68,117.33,1.351,8.293,32.57
"2015-02-03",2.702,6.257,7.754,61.67,117.48,1.347,8.227,32.61
"2015-02-04",2.74,6.247,7.752,61.73,117.58,1.347,8.253,32.6
"2015-02-05",2.731,6.252,7.752,61.73,117.4,1.345,8.252,32.59
"2015-02-06",2.768,6.242,7.752,61.7,119.16,1.351,8.389,32.62
"2015-02-09",2.787,6.247,7.753,62.1,118.7,1.354,8.36,32.6
"2015-02-10",2.83,6.241,7.754,62.33,119.32,1.355,8.331,32.63
"2015-02-11",2.872,6.242,7.755,62.41,120.38,1.361,8.389,32.66
"2015-02-12",2.823,6.244,7.755,62.3,118.72,1.356,8.417,32.6
"2015-02-13",2.827,6.24,7.755,62.04,118.7,1.354,8.404,32.59
"2015-02-17",2.829,6.255,7.758,62.14,118.99,1.356,8.333,32.59
"2015-02-18",2.847,6.255,7.758,62.25,119.19,1.36,8.415,32.58
"2015-02-19",2.858,6.255,7.757,62.08,118.84,1.358,8.397,32.55
"2015-02-20",2.877,6.255,7.758,62.19,118.68,1.359,8.378,32.54
"2015-02-23",2.869,6.255,7.757,62.15,118.88,1.358,8.414,32.54
"2015-02-24",2.846,6.255,7.756,62.07,119.13,1.359,8.419,32.55
"2015-02-25",2.866,6.259,7.757,61.84,118.88,1.354,8.304,32.52
"2015-02-26",2.881,6.258,7.755,61.74,119.36,1.356,8.389,32.35
"2015-02-27",2.862,6.27,7.756,61.67,119.72,1.361,8.356,32.34
"2015-03-02",2.877,6.272,7.755,61.87,120.06,1.365,8.343,32.34
"2015-03-03",2.897,6.274,7.754,61.76,119.47,1.362,8.261,32.35
"2015-03-04",2.979,6.27,7.754,62.3,119.76,1.368,8.354,32.41
"2015-03-05",2.996,6.266,7.756,62.26,120.22,1.371,8.358,32.42
"2015-03-06",3.06,6.262,7.757,62.45,120.93,1.379,8.499,32.57
"2015-03-09",3.102,6.264,7.76,62.67,121.17,1.379,8.488,32.59
"2015-03-10",3.127,6.262,7.76,62.71,121.2,1.388,8.553,32.7
"2015-03-11",3.088,6.261,7.765,62.76,121.5,1.386,8.626,32.88
"2015-03-12",3.125,6.261,7.769,62.44,121.28,1.379,8.61,32.83
"2015-03-13",3.261,6.259,7.769,63.06,121.17,1.391,8.671,32.92
"2015-03-16",3.22,6.262,7.765,62.8,121.3,1.389,8.634,32.91
"2015-03-17",3.263,6.249,7.763,62.64,121.28,1.389,8.672,32.94
"2015-03-18",3.275,6.229,7.758,62.69,120.92,1.39,8.751,32.84
"2015-03-19",3.293,6.196,7.76,62.56,120.9,1.39,8.689,32.76
"2015-03-20",3.221,6.204,7.759,62.47,120.28,1.382,8.644,32.61
"2015-03-23",3.16,6.214,7.755,62.22,119.74,1.367,8.498,32.49
"2015-03-24",3.153,6.205,7.756,62.4,119.9,1.368,8.514,32.52
"2015-03-25",3.161,6.212,7.755,62.35,119.37,1.368,8.47,32.49
"2015-03-26",3.177,6.21,7.754,62.83,119.01,1.368,8.555,32.52
"2015-03-27",3.241,6.215,7.753,62.5,119.15,1.368,8.576,32.53
"2015-03-30",3.252,6.207,7.755,62.52,120.11,1.375,8.593,32.57
"2015-03-31",3.184,6.199,7.754,62.31,119.96,1.372,8.627,32.55
"2015-04-01",3.155,6.198,7.752,62.14,119.62,1.363,8.648,32.47
"2015-04-02",3.137,6.197,7.753,62.13,119.74,1.358,8.635,32.46
"2015-04-03",3.12,6.193,7.752,61.99,118.96,1.349,8.534,32.38
"2015-04-06",3.096,6.193,7.753,62.16,119.05,1.351,8.503,32.42
"2015-04-07",3.111,6.196,7.752,62.23,120.36,1.359,8.651,32.58
"2015-04-08",3.085,6.202,7.75,62.22,119.96,1.355,8.649,32.57
"2015-04-09",3.035,6.205,7.75,62.18,120.32,1.358,8.752,32.54
"2015-04-10",3.078,6.208,7.75,62.21,120.29,1.367,8.818,32.51
"2015-04-13",3.116,6.215,7.75,62.38,120.32,1.373,8.816,32.53
"2015-04-14",3.078,6.211,7.752,62.25,119.26,1.359,8.745,32.46
"2015-04-15",3.057,6.204,7.752,62.34,119.23,1.361,8.793,32.43
"2015-04-16",3.018,6.195,7.752,62.28,119.18,1.354,8.596,32.41
"2015-04-17",3.064,6.198,7.751,62.48,119.02,1.347,8.648,32.32
"2015-04-20",3.045,6.201,7.75,63.07,119.27,1.348,8.67,32.39
"2015-04-21",3.033,6.201,7.75,62.92,119.45,1.35,8.628,32.35
"2015-04-22",2.999,6.193,7.75,62.96,119.9,1.346,8.723,32.37
"2015-04-23",2.981,6.198,7.75,63.27,119.69,1.345,8.65,32.43
"2015-04-24",2.963,6.193,7.75,63.55,118.98,1.332,8.631,32.57
"2015-04-27",2.905,6.219,7.75,63.34,119.12,1.328,8.601,32.6
"2015-04-28",2.9,6.204,7.751,63.05,118.8,1.318,8.533,32.62
"2015-04-29",2.939,6.199,7.75,63.38,118.83,1.317,8.305,32.87
"2015-04-30",3.012,6.202,7.751,63.58,119.86,1.326,8.378,33.03
"2015-05-01",3.015,6.202,7.751,63.63,120.21,1.329,8.393,33.2
"2015-05-04",3.072,6.209,7.753,63.64,120.25,1.333,8.368,33.31
"2015-05-05",3.059,6.206,7.752,63.31,119.87,1.333,8.367,33.34
"2015-05-06",3.049,6.2,7.752,63.57,119.42,1.324,8.219,33.25
"2015-05-07",3.039,6.206,7.754,64.08,119.74,1.333,8.268,33.55
"2015-05-08",2.981,6.208,7.754,63.73,119.78,1.329,8.211,33.54
"2015-05-11",3.039,6.209,7.754,63.96,120.05,1.336,8.295,33.71
"2015-05-12",3.022,6.209,7.753,64.19,119.8,1.334,8.302,33.7
"2015-05-13",3.027,6.204,7.752,63.88,119.09,1.324,8.209,33.51
"2015-05-14",2.991,6.201,7.751,63.47,119.2,1.32,8.253,33.5
"2015-05-15",2.978,6.205,7.751,63.36,119.36,1.32,8.217,33.48
"2015-05-18",3.012,6.204,7.752,63.66,119.82,1.326,8.22,33.39
"2015-05-19",3.018,6.206,7.752,63.8,120.58,1.335,8.336,33.49
"2015-05-20",3.031,6.204,7.752,63.75,121.28,1.338,8.36,33.61
"2015-05-21",3.043,6.196,7.753,63.51,121.06,1.336,8.316,33.4
"2015-05-22",3.071,6.197,7.752,63.43,121.45,1.336,8.374,33.48
"2015-05-26",3.149,6.204,7.752,63.87,123.08,1.348,8.472,33.73
"2015-05-27",3.171,6.201,7.759,63.92,123.76,1.353,8.502,33.78
"2015-05-28",3.176,6.2,7.754,63.83,124.18,1.353,8.494,33.78
"2015-05-29",3.186,6.198,7.754,63.71,123.98,1.348,8.525,33.65
"2015-06-01",3.166,6.199,7.757,63.59,124.64,1.355,8.588,33.69
"2015-06-02",3.139,6.198,7.757,63.72,124.19,1.349,8.462,33.74
"2015-06-03",3.11,6.198,7.753,63.99,124.06,1.341,8.278,33.62
"2015-06-04",3.145,6.201,7.752,63.96,124.56,1.348,8.261,33.74
"2015-06-05",3.16,6.202,7.753,63.76,125.58,1.357,8.414,33.86
"2015-06-08",3.123,6.205,7.752,64.03,125.08,1.357,8.347,33.81
"2015-06-09",3.095,6.205,7.753,63.96,124.16,1.351,8.289,33.73
"2015-06-10",3.101,6.206,7.752,63.81,122.72,1.341,8.259,33.59
"2015-06-11",3.142,6.207,7.752,63.93,123.62,1.347,8.235,33.69
"2015-06-12",3.101,6.208,7.753,64.02,123.23,1.343,8.162,33.67
"2015-06-15",3.096,6.208,7.752,64.03,123.38,1.346,8.185,33.68
"2015-06-16",3.105,6.209,7.752,64.21,123.39,1.344,8.197,33.69
"2015-06-17",3.095,6.209,7.753,64.14,124.25,1.348,8.195,33.75
"2015-06-18",3.041,6.208,7.753,63.62,122.87,1.332,8.108,33.61
"2015-06-19",3.089,6.209,7.752,63.43,122.7,1.336,8.135,33.64
"2015-06-22",3.083,6.209,7.752,63.51,123.28,1.335,8.115,33.68
